WeatherPy_Database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Verkhoyansk,RU,67.5447,133.385,15.58,96,94,2.35,light snow
450,Mikuni,JP,36.2171,136.1519,55.31,71,18,17.81,few clouds
451,Shetpe,KZ,44.1667,52.1167,67.6,11,10,15.48,clear sky
452,Malakal,SS,9.5334,31.6605,74.19,92,99,6.13,light rain
453,Cayenne,GF,4.9333,-52.3333,89.64,55,20,12.66,few clouds
454,Lamar,US,33.6668,-95.5836,84.97,44,0,3.8,clear sky
455,Rexburg,US,43.826,-111.7897,60.82,34,0,1.83,clear sky
456,Yabelo,ET,4.8833,38.0833,65.1,63,84,8.46,broken clouds
457,Melchor De Mencos,GT,17.0686,-89.1522,82.4,69,20,4.61,few clouds
458,La Palma,US,33.8464,-118.0467,76.6,83,100,3.0,haze
459,Maneadero,MX,31.7167,-116.5667,66.09,90,32,1.01,scattered clouds
460,Touros,BR,-5.1989,-35.4608,84.85,60,1,17.67,clear sky
461,Tezu,IN,27.9167,96.1667,73.17,98,100,2.57,overcast clouds
462,Itarantim,BR,-15.6597,-40.0656,91.72,36,13,6.55,few clouds
463,Kimbe,PG,-5.5502,150.1429,75.87,92,100,3.44,overcast clouds
464,Gundorovskiy,RU,46.7805,41.8968,57.78,44,52,4.21,broken clouds
465,Safranbolu,TR,41.2508,32.6942,53.53,87,74,3.78,broken clouds
466,Pangnirtung,CA,66.1451,-65.7125,37.4,70,100,2.3,overcast clouds
467,Eureka,US,40.8021,-124.1637,62.2,80,27,2.98,scattered clouds
468,Saint-Joseph,RE,-21.3667,55.6167,70.18,77,14,10.89,few clouds
469,Biloxi,US,30.396,-88.8853,80.04,51,28,1.23,scattered clouds
470,Twentynine Palms,US,34.1356,-116.0542,88.83,23,0,1.99,clear sky
471,Acarau,BR,-2.8856,-40.12,87.53,55,15,22.19,few clouds
472,Bor,RU,56.3567,44.0669,48.13,82,99,7.96,overcast clouds
473,Kruisfontein,ZA,-34.0033,24.7314,61.88,79,97,7.29,overcast clouds
474,San Andres,CO,12.5847,-81.7006,87.82,74,75,6.91,broken clouds
475,Nanchang,CN,28.6833,115.8833,59.83,77,100,10.18,overcast clouds
476,Storforshei,NO,66.4043,14.5233,51.58,62,40,11.5,scattered clouds
477,Marienburg,PL,54.0359,19.0266,56.88,68,100,7.87,overcast clouds
478,Chara,RU,56.9064,118.2631,18.05,75,88,4.05,overcast clouds
479,Henties Bay,NA,-22.116,14.2845,56.57,87,10,10.83,clear sky
480,Oum Hadjer,TD,13.2954,19.6966,92.71,31,81,9.13,broken clouds
481,Monster,NL,52.0258,4.175,63.99,76,100,19.57,overcast clouds
482,Sabha,LY,27.0377,14.4283,79.54,26,0,10.31,clear sky
483,Paso De Ovejas,MX,19.2833,-96.4333,78.82,78,29,5.68,scattered clouds
484,Biltine,TD,14.5333,20.9167,95.47,17,77,5.32,broken clouds
485,Romans-Sur-Isere,FR,45.0464,5.0562,71.55,70,0,16.11,clear sky
486,Mezen,RU,65.8522,44.24,47.07,91,84,5.5,broken clouds
487,Chatrapur,IN,19.35,84.9833,80.1,87,74,10.18,broken clouds
488,Komsomolskiy,UZ,40.4272,71.7189,61.52,21,100,4.61,overcast clouds
489,Jumla,NP,29.2747,82.1838,56.25,93,100,4.0,overcast clouds
490,Nizwa,OM,22.9333,57.5333,87.26,24,44,6.85,scattered clouds
491,Lappeenranta,FI,61.0587,28.1887,50.79,93,100,6.91,overcast clouds
492,Mina,MX,26.0011,-100.5299,72.07,60,41,9.57,scattered clouds
493,Kieta,PG,-6.2167,155.6333,77.79,86,94,5.3,light rain
494,Magrath,CA,49.4167,-112.8686,59.32,76,78,5.75,broken clouds
495,Qeshm,IR,26.9581,56.2719,89.47,76,1,8.01,clear sky
496,Naze,JP,28.3667,129.4833,72.52,77,52,8.75,broken clouds
497,Serenje,ZM,-13.2325,30.2352,70.3,18,51,4.23,broken clouds
498,Mizdah,LY,31.4451,12.9801,73.62,39,26,13.33,scattered clouds
499,Nanortalik,GL,60.1432,-45.2371,37.69,90,88,12.28,light rain
500,Urucara,BR,-2.5364,-57.76,97.74,32,92,6.17,overcast clouds
501,Pitogo,PH,13.7847,122.0881,77.95,90,99,5.59,overcast clouds
502,Cumpas,MX,29.9833,-109.7833,76.06,54,0,3.13,clear sky
503,Ancud,CL,-41.8697,-73.8203,51.64,78,98,21.74,overcast clouds
504,Rio Grande,BR,-32.035,-52.0986,73.51,67,0,16.24,clear sky
505,Trairi,BR,-3.2778,-39.2689,86.34,55,28,18.28,scattered clouds
506,Ayan,RU,56.45,138.1667,31.69,54,100,16.04,overcast clouds
507,Port Macquarie,AU,-31.4333,152.9167,56.89,87,100,3.06,light rain
508,Vostok,RU,46.4856,135.8833,28.49,77,89,6.55,overcast clouds
509,Tahe,CN,52.3333,124.7333,23.95,65,18,3.94,few clouds
510,Coffs Harbour,AU,-30.3,153.1333,60.13,94,100,5.75,light rain
511,Kautokeino,NO,69.0125,23.0412,36.7,97,100,15.01,overcast clouds
512,Kadyy,RU,57.787,43.1903,45.41,92,98,5.99,light rain
513,Kotaparh,IN,19.15,82.35,72.39,92,48,6.15,scattered clouds
514,Kupang,ID,-10.1667,123.5833,79.07,84,100,8.77,overcast clouds
515,Port Keats,AU,-14.25,129.55,81.01,82,11,4.59,few clouds
516,Bara,NG,10.3744,10.7288,80.71,69,51,3.47,broken clouds
517,Singaraja,ID,-8.112,115.0882,79.09,82,90,7.02,overcast clouds
518,Vanavara,RU,60.34,102.2797,26.78,84,18,3.58,few clouds
519,Pimentel,PE,-6.8367,-79.9342,66.13,72,87,14.38,overcast clouds
520,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,71,75,21.85,broken clouds
521,Xining,CN,36.6167,101.7667,43.75,87,100,2.44,overcast clouds
522,Maridi,SS,4.9158,29.4742,70.41,88,100,2.01,light rain
523,Boca Do Acre,BR,-8.7522,-67.3978,90.86,47,41,2.62,scattered clouds
524,Mantua,IT,45.1667,10.7833,72.09,77,24,1.01,few clouds
525,Iskateley,RU,67.6803,53.1512,43.18,96,99,6.67,overcast clouds
526,Vallenar,CL,-28.5708,-70.7581,67.55,27,10,7.09,clear sky
527,Ardakan,IR,32.31,54.0175,80.46,13,0,5.28,clear sky
528,Acajutla,SV,13.5928,-89.8275,84.88,61,98,4.32,overcast clouds
529,Visby,SE,57.6409,18.296,59.22,88,40,18.41,scattered clouds
530,Cambridge,CA,43.3601,-80.3127,73.09,42,6,5.41,clear sky
531,Biritiba-Mirim,BR,-23.5698,-46.0407,68.02,71,94,5.46,overcast clouds
532,Katherine,AU,-14.4667,132.2667,84.52,58,40,8.05,scattered clouds
533,Marawi,PH,7.9986,124.2928,69.82,90,100,2.08,overcast clouds
534,Ipameri,BR,-17.7219,-48.1597,86.76,39,65,1.95,broken clouds
535,Mechanicsville,US,37.6088,-77.3733,64.53,77,100,9.55,overcast clouds
536,Nome,US,64.5011,-165.4064,33.96,79,79,1.01,broken clouds
537,Sehithwa,BW,-20.4667,22.7167,87.49,9,0,5.86,clear sky
538,Ternate,ID,0.8,127.4,80.51,79,54,1.39,broken clouds
539,Batticaloa,LK,7.7102,81.6924,80.94,78,100,7.52,overcast clouds
540,Merauke,ID,-8.4667,140.3333,78.46,89,100,11.21,overcast clouds
541,Vardo,NO,70.3705,31.1107,44.53,78,87,17.67,overcast clouds
542,Zyryanka,RU,65.75,150.85,19.38,92,100,29.1,snow
543,Cassilandia,BR,-19.1133,-51.7342,93.27,34,17,7.02,few clouds
544,Zapolyarnyy,RU,69.4154,30.8136,42.08,94,66,9.15,broken clouds
545,Naliya,IN,23.2667,68.8333,81.95,65,2,9.84,clear sky
546,Menongue,AO,-14.6585,17.691,83.52,10,49,5.23,scattered clouds
547,Natal,BR,-5.795,-35.2094,84.85,65,75,14.97,broken clouds
548,Chuguyevka,RU,44.1653,133.8633,32.72,59,95,3.91,overcast clouds
549,Jinchang,CN,38.4953,102.1739,51.84,56,70,2.15,broken clouds
550,Kamenka,RU,51.3223,42.7678,49.37,75,58,9.73,broken clouds
551,Svetlyy,RU,54.675,20.1347,55.45,73,99,13.29,overcast clouds
552,Karagay,RU,58.2667,54.9368,44.67,52,99,8.1,overcast clouds
553,Ormara,PK,25.2088,64.6357,79.52,84,0,10.76,clear sky
554,Ca Mau,VN,9.1769,105.15,76.05,95,100,4.05,moderate rain
555,Tanout,NE,14.9709,8.8879,97.38,14,79,10.8,broken clouds
556,Sao Felix Do Xingu,BR,-6.6447,-51.995,107.06,15,7,2.8,clear sky
557,Harlingen,US,26.1906,-97.6961,86.92,77,27,6.29,scattered clouds
558,Mehamn,NO,71.0357,27.8492,44.55,70,40,25.32,scattered clouds
559,Panama City,PA,8.9936,-79.5197,88.45,70,100,4.34,overcast clouds
560,Portland,US,45.5234,-122.6762,60.84,93,27,1.99,scattered clouds
561,Verkhniy Fiagdon,RU,42.8333,44.3053,54.27,86,60,5.44,broken clouds
562,Meulaboh,ID,4.1363,96.1285,74.68,93,100,5.68,light rain
563,Mangla,PK,31.8931,72.3817,86.63,22,0,5.37,clear sky
564,Aleksandrov Gay,RU,50.147,48.5704,58.64,92,100,7.54,overcast clouds
565,Kochki,RU,54.3358,80.4806,44.98,96,100,4.25,overcast clouds
566,Eskil,TR,38.4017,33.4131,66.61,46,49,12.86,scattered clouds
567,Jussara,BR,-23.6214,-52.4694,85.55,49,40,7.56,scattered clouds
568,Tarifa,ES,36.0139,-5.607,77.02,80,5,15.9,clear sky
569,Port Lincoln,AU,-34.7333,135.8667,54.61,92,4,7.72,clear sky
570,Saint-Pierre,RE,-21.3393,55.4781,71.28,73,0,10.36,clear sky
571,Auki,SB,-8.7676,160.7034,77.09,77,99,4.81,overcast clouds
572,Lapua,FI,62.9693,23.0088,52.48,95,100,9.04,overcast clouds
573,Dingzhou,CN,38.5131,114.9956,47.75,50,73,3.67,broken clouds
574,Dibulla,CO,11.2725,-73.3091,88.03,66,70,7.94,broken clouds
575,Iracoubo,GF,5.4802,-53.2011,85.08,66,36,13.18,scattered clouds
576,Sumbuya,SL,7.6467,-11.9611,82.0,76,94,6.35,light rain
577,Katiola,CI,8.1333,-5.1,78.13,86,99,1.48,light rain
578,Hasaki,JP,35.7333,140.8333,57.6,84,100,25.41,overcast clouds
579,Kyren,RU,51.6828,102.1408,30.99,64,42,2.21,scattered clouds
580,Gawler,AU,-34.6,138.7333,60.15,92,0,4.38,clear sky
581,Dire,ML,12.2833,-10.9667,85.51,77,53,4.05,light rain
582,Koumac,NC,-20.5667,164.2833,69.73,70,39,5.46,scattered clouds
583,Crestview,US,30.7621,-86.5705,81.28,53,66,4.23,broken clouds
584,Cochrane,CA,51.1834,-114.4687,55.53,47,81,6.17,broken clouds
585,Saint Anthony,US,45.0205,-93.218,72.66,67,40,8.05,scattered clouds
586,Terney,RU,45.0503,136.6092,36.95,58,11,8.93,few clouds
587,Erenhot,CN,43.6475,111.9767,41.34,21,99,4.45,overcast clouds
588,Solnechnyy,RU,50.7214,136.6319,31.08,55,1,7.87,clear sky
589,Port Hardy,CA,50.6996,-127.4199,58.75,92,98,2.91,overcast clouds
590,Trabzon,TR,40.9167,39.8333,57.29,94,75,8.05,broken clouds
591,Hafizabad,PK,32.0679,73.6854,79.25,41,0,7.83,clear sky
592,Sri Aman,MY,1.2376,111.4621,73.35,100,99,1.95,overcast clouds
593,Kavieng,PG,-2.5744,150.7967,82.2,77,44,14.32,scattered clouds
594,San Pedro,PH,14.35,121.0167,81.32,84,94,6.55,overcast clouds
595,Weymouth,US,42.2209,-70.9398,58.19,96,100,5.99,overcast clouds
596,Antofagasta,CL,-23.65,-70.4,63.41,61,10,10.13,clear sky
597,Hannibal,US,39.7084,-91.3585,71.71,22,59,7.25,broken clouds
598,Gornopravdinsk,RU,60.05,69.9,43.21,95,100,5.66,overcast clouds
599,Korla,CN,41.7597,86.1469,58.05,27,0,9.93,clear sky
600,Tumut,AU,-35.3,148.2167,53.4,88,100,14.47,overcast clouds
601,Uvira,CD,-3.4067,29.1458,79.93,56,88,1.63,overcast clouds
602,Sainte-Maxime,FR,43.3,6.6333,74.32,86,1,5.3,clear sky
603,Mitsamiouli,KM,-11.3847,43.2844,75.97,79,44,6.04,scattered clouds
604,Khilchipur,IN,24.0333,76.5667,75.18,89,80,7.14,broken clouds
605,Alofi,NU,-19.0595,-169.9187,76.77,80,79,15.86,broken clouds
606,Lafia,NG,8.4833,8.5167,80.04,81,97,2.33,moderate rain
607,Cairns,AU,-16.9167,145.7667,73.35,93,75,6.91,broken clouds
608,Noumea,NC,-22.2763,166.4572,57.18,72,64,6.38,broken clouds
609,Vilyuysk,RU,63.7553,121.6247,29.62,98,100,6.22,light snow
610,Stellenbosch,ZA,-33.9346,18.8668,61.79,83,35,3.47,scattered clouds
611,Pitman,US,39.7329,-75.1316,61.11,93,100,1.99,overcast clouds
612,El Alto,PE,-4.2714,-81.2147,71.98,62,18,15.82,few clouds
613,Grao Mogol,BR,-16.5594,-42.8897,91.87,29,41,1.34,scattered clouds
614,Yomou,GN,7.5603,-9.2653,75.47,89,85,3.02,moderate rain
615,Craig,US,40.5153,-107.5464,53.22,38,0,2.55,clear sky
616,Avera,US,33.194,-82.5271,74.71,22,0,2.06,clear sky
617,Maldonado,UY,-34.6667,-54.9167,68.23,49,56,12.73,broken clouds
618,Deputatskiy,RU,69.3,139.9,7.34,95,96,4.94,overcast clouds
619,Bandarbeyla,SO,9.4942,50.8122,77.49,85,79,18.03,broken clouds
620,Lagoa Formosa,BR,-18.7786,-46.4075,86.02,37,25,1.07,scattered clouds
621,Gao,ML,16.6362,1.637,101.64,12,14,9.37,few clouds
622,Goundam,ML,16.4145,-3.6708,102.45,15,18,10.54,few clouds
623,Vikhorevka,RU,56.1201,101.1636,31.59,79,99,4.18,overcast clouds
624,Gobabis,NA,-22.45,18.9667,84.96,10,14,8.68,few clouds
625,Benjamin Aceval,PY,-24.9667,-57.5667,77.14,37,35,12.35,scattered clouds
626,Yuzhou,CN,34.1628,113.4639,45.01,87,100,5.1,overcast clouds
627,Yuancheng,CN,36.652,107.7896,48.43,86,100,3.0,overcast clouds
628,Aykhal,RU,66.0,111.5,23.07,95,100,10.29,light snow
629,Callaway,US,30.153,-85.5699,81.99,46,20,3.0,few clouds
630,Catacocha,EC,-4.0667,-79.6333,76.71,38,54,6.82,broken clouds
631,Port Augusta,AU,-32.5,137.7667,59.23,82,0,4.07,clear sky
632,Sidi Ali,DZ,36.0998,0.4206,70.5,70,36,9.31,scattered clouds
633,Marzuq,YE,14.4,46.4667,77.68,54,78,6.71,broken clouds
634,Chabahar,IR,25.2919,60.643,81.79,78,0,9.19,clear sky
635,Vila Velha,BR,-20.3297,-40.2925,75.94,79,99,3.0,overcast clouds
636,Villazon,BO,-22.0866,-65.5942,64.53,3,0,22.06,clear sky
637,Labuan,MY,5.2767,115.2417,80.08,81,100,7.23,overcast clouds
638,Ola,RU,59.5833,151.2833,21.15,71,93,5.93,overcast clouds
639,Danilovka,RU,50.3557,44.1168,52.97,62,55,7.38,broken clouds
640,Mayna,RU,54.1135,47.6231,48.27,80,100,6.04,overcast clouds
641,Innisfail,AU,-17.5333,146.0333,73.15,91,76,4.05,broken clouds
642,Mahajanga,MG,-15.7167,46.3167,77.02,78,0,6.91,clear sky
643,Vaitape,PF,-16.5167,-151.75,77.4,75,21,23.73,light rain
644,Kumukh,RU,42.1704,47.1161,56.32,79,93,1.19,overcast clouds
645,Prieska,ZA,-29.6641,22.7474,78.3,6,37,10.33,scattered clouds
646,Qaqortoq,GL,60.7167,-46.0333,37.31,90,100,12.64,overcast clouds
647,Hovd,MN,48.0056,91.6419,35.46,36,6,3.0,clear sky
648,Cozumel,MX,20.5083,-86.9458,84.99,61,17,5.99,few clouds
649,Kloulklubed,PW,7.0419,134.2556,73.9,75,74,8.1,broken clouds
650,Morondava,MG,-20.2833,44.2833,77.32,80,0,16.71,clear sky
651,Tazmalt,DZ,36.3868,4.3989,72.95,62,100,0.4,light rain
652,Jalu,LY,29.0331,21.5482,82.36,34,7,9.69,clear sky
653,Chapais,CA,49.7834,-74.8492,53.38,94,100,7.02,overcast clouds
654,Lancaster,US,40.2504,-76.2499,60.01,85,100,1.01,light rain
655,Muli,MV,2.9167,73.5667,81.5,78,99,18.19,overcast clouds
656,Baghdad,IQ,33.3406,44.4009,94.12,10,0,4.7,clear sky
657,Harper,LR,4.375,-7.7169,79.29,81,35,8.03,light rain
658,Maicao,CO,11.3832,-72.2432,88.88,62,84,9.37,broken clouds
659,Kokopo,PG,-4.352,152.2633,76.96,79,100,4.88,overcast clouds
660,Amapa,BR,1.0,-52.0,97.21,30,28,5.61,scattered clouds
661,Buin,CL,-33.7333,-70.75,62.74,45,60,8.48,broken clouds
662,Krasnoselkup,RU,65.7,82.4667,33.13,95,94,9.13,overcast clouds
663,Stornoway,GB,58.2093,-6.3865,53.56,82,40,25.32,scattered clouds
664,San Lawrenz,MT,36.0553,14.204,71.85,66,20,1.01,few clouds
665,Vacaria,BR,-28.5122,-50.9339,73.0,47,10,3.85,clear sky
666,Beruwala,LK,6.4788,79.9828,77.85,89,100,8.25,overcast clouds
667,Russell,US,32.3502,-85.1999,78.39,31,0,8.05,clear sky
668,Nerchinskiy Zavod,RU,51.3088,119.61,21.9,56,4,2.91,clear sky
669,Ashland,US,40.8167,-82.2665,72.03,44,2,5.5,clear sky
670,Apastovo,RU,55.2029,48.5109,50.58,83,97,9.78,overcast clouds
671,Hambantota,LK,6.1241,81.1185,79.25,80,100,17.52,overcast clouds
672,Havoysund,NO,70.9963,24.6622,46.63,91,100,17.94,overcast clouds
673,Mecca,SA,21.4267,39.8261,88.2,36,1,5.41,clear sky
674,Bardiyah,LY,31.7561,25.0865,73.44,59,1,10.11,clear sky
675,Kidal,ML,18.4411,1.4078,101.82,10,15,13.31,few clouds
676,Saint-Augustin,CA,51.226,-58.6502,62.67,40,28,8.68,scattered clouds
